VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
189371,Sunday,1326264011,1,"GIRLS WEAR, 4-6X  AND 7-14",801
189396,Sunday,82179621427,1,MENS WEAR,970
189431,Sunday,3890003098,1,GROCERY DRY GOODS,2755
189480,Sunday,4.89415E+11,1,CELEBRATION,306
189488,Sunday,7874235200,2,DAIRY,1515
189540,Sunday,61659450605,1,DAIRY,7962
189638,Sunday,3700084062,1,PERSONAL CARE,203
189865,Sunday,4011,1,PRODUCE,5501
189988,Sunday,4011,1,PRODUCE,5501
190063,Sunday,7229002240,1,FROZEN FOODS,1201
190063,Sunday,64600737492,1,BRAS & SHAPEWEAR,12
190124,Sunday,1326263335,1,"GIRLS WEAR, 4-6X  AND 7-14",800
190168,Sunday,7585601113,1,FROZEN FOODS,1851
190168,Sunday,7457004400,1,FROZEN FOODS,9151
190196,Sunday,4470007281,1,PRE PACKED DELI,7554
190214,Sunday,1600027488,3,GROCERY DRY GOODS,3032
190287,Sunday,7874235187,1,DAIRY,1508
190386,Sunday,7385401896,1,IMPULSE MERCHANDISE,336
190462,Sunday,73975432717,1,LADIESWEAR,1611
190537,Sunday,4136408033,2,IMPULSE MERCHANDISE,110
190565,Sunday,7225004319,2,COMM BREAD,3702
190581,Sunday,7049000335,4,GROCERY DRY GOODS,2902
190696,Sunday,3800093772,1,GROCERY DRY GOODS,3600
190756,Sunday,3400019141,1,"CANDY, TOBACCO, COOKIES",74
190877,Sunday,60538871461,1,DAIRY,9101
190881,Sunday,4300006571,1,DSD GROCERY,4624
190963,Sunday,5150025151,1,GROCERY DRY GOODS,4408
191015,Sunday,68113110331,1,WIRELESS,26
191023,Sunday,8265755561,1,DSD GROCERY,2352
191023,Sunday,4138309010,1,DAIRY,1505
191133,Sunday,4056,1,PRODUCE,2008
191158,Sunday,5010045951,5,FROZEN FOODS,4138
191164,Sunday,7874235188,1,DAIRY,1508
191225,Sunday,7047048545,1,DAIRY,1344
191256,Sunday,4393558937,1,MENS WEAR,5542
191337,Sunday,22591200000,1,MEAT - FRESH & FROZEN,1301
